id,license_id,account_number,site_number,legal_name,doing_business_as_name,address,city,state,zip_code,ward,precinct,ward_precinct,police_district,license_code,license_description,business_activity_id,business_activity,license_number,application_type,application_created_date,application_requirements_complete,payment_date,conditional_approval,license_term_start_date,license_term_expiration_date,license_approved_for_issuance,date_issued,license_status,license_status_change_date,ssa,latitude,longitude,location
19306-20080516,1896376,63266,1,ROBERT DRUCKER & JOHN WHITE,CHESTNUT PLACE APARTMENTS,850 N STATE ST 1ST,CHICAGO,IL,60610,2,45,2-45,18,1003,Commercial Garage,725,Provide Parking Spaces For a Fee - Available and Advertised to the Public,19306,RENEW,,2008-03-24,2008-06-03,N,2008-05-16,2010-05-15,2008-06-03,2008-06-04,AAI,,,41.898160369,-87.628387112,"(41.89816036918342, -87.62838711194144)"
1197212-20020204,1197212,216407,2,"VIZIONZ CONSTRUCTION & MAINTENANCE, INC.",Vizionz Construction & Maintenance,4069 JOSEPH DR 2-A,WAUKEGAN,IL,60087,,,,,1010,Limited Business License,,,1197212,C_LOC,2001-12-06,2001-12-18,2002-01-04,N,2002-02-04,2003-02-15,2002-02-04,2002-02-05,AAI,,,,,
52198-20071116,1854449,38237,1,59TH & KEDZIE CURRENCY EXCHANGE CORP,59TH & KEDZIE CURRENCY EXCHANGE CORP,5903 S KEDZIE AVE 1,CHICAGO,IL,60629,16,39,16-39,8,1010,Limited Business License,,,52198,RENEW,,2007-09-21,2007-10-15,N,2007-11-16,2009-10-15,2007-10-15,2007-10-16,AAI,,59,41.786104677,-87.703198523,"(41.78610467650924, -87.70319852279864)"
2208347-20180316,2577025,344661,2,LARRY V. SCOTT,VERONICA'S COMPACT CONSTRUCTION,55 OAKVIEW RD,MATTESON,IL,60443,,,,,4404,Regulated Business License,673,Home Repair Services,2208347,RENEW,,2018-01-15,2018-02-27,N,2018-03-16,2020-07-15,2018-02-27,2018-02-28,AAI,,,,,
15729-20050516,1622412,63142,8,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,AUSTIN YMCA PRE-SCHOOL,501 N CENTRAL AVE 1ST,CHICAGO,IL,60644,37,9,37-9,15,1584,Day Care Center 2 - 6 Years,,,15729,RENEW,,2005-09-09,2005-09-09,N,2005-05-16,2006-05-15,2005-12-06,2005-12-07,AAI,,,41.889383638,-87.765038653,"(41.889383638320616, -87.76503865254902)"
4428-20040816,1405581,3240,2,CHICAGOLAND HAM CO. #1,CHICAGOLAND HAM,8615 S STONY ISLAND AVE 1,CHICAGO,IL,60617,8,51,8-51,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,4428,RENEW,,2004-06-30,2004-08-02,N,2004-08-16,2005-02-15,2004-08-02,2004-08-03,AAI,,50,41.738257741,-87.585092576,"(41.7382577414422, -87.58509257580197)"
76020-20020516,1234237,12631,6,"CLARK RETAIL ENTERPRISES, INC.",CLARK #881,2954 W IRVING PARK RD 1ST #,CHICAGO,IL,60618,33,25,33-25,17,1781,Tobacco,763,Retail Sale of Tobacco,76020,RENEW,,2002-03-27,2002-05-14,N,2002-05-16,2003-05-15,2002-05-14,2002-05-22,AAI,,,41.954060943,-87.702911037,"(41.95406094296345, -87.70291103676823)"
53014-20090416,1955416,17740,1,1952 NORTH HALSTED CORPORATION,TILLI'S RESTAURANT,1952 N HALSTED ST MAIN,CHICAGO,IL,60614,43,3,43-3,18,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,53014,RENEW,,2009-02-17,2009-03-20,N,2009-04-16,2011-04-15,2009-03-20,2009-03-23,AAI,,,41.917488443,-87.64862679,"(41.917488443322554, -87.64862678978325)"
1473281-20070216,1785274,201920,1,CLIFTON PAUL WADE,BRAHMA C0NSTRUCTI0N C0,1641 E 158TH ST,SOUTH HOLLAND,IL,60473,,,,,1010,Limited Business License,,,1473281,RENEW,,2006-12-20,2007-03-20,N,2007-02-16,2008-05-15,2007-03-20,2007-03-21,AAI,,,,,
1243910-20060216,1666125,245938,1,JAYSWAMI ENTERPRISE INC.,SUBWAY SANDWICH & SALAD,2352 W CERMAK RD,CHICAGO,IL,60608,25,8,25-8,12,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1243910,RENEW,,2005-12-21,2006-01-20,N,2006-02-16,2007-02-15,2006-01-20,2006-01-23,AAI,,,41.852142589,-87.685360577,"(41.852142589161744, -87.68536057746589)"
2340649-20160705,2340649,391295,1,WAGWYZ INC.,NIGHTHAWK,4744 N KIMBALL AVE 1,CHICAGO,IL,60625,33,27,33-27,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2340649,ISSUE,2014-06-20,2015-11-09,2015-10-13,Y,2016-07-05,2018-07-15,2016-07-05,2016-07-05,AAI,,60,41.967914072,-87.713498313,"(41.9679140724935, -87.71349831277436)"
2189067-20120921,2189067,318030,128,Torrance Ly,Lee Concessions,1429 W WELLINGTON AVE,CHICAGO,IL,60657,32,18,32-18,19,1329,Special Event Food,814,Special Event Food,2189067,ISSUE,2012-09-19,2012-09-19,2012-09-21,N,2012-09-21,2012-09-30,2012-09-21,2012-09-21,AAI,,27,41.935989401,-87.664861583,"(41.93598940059789, -87.66486158289112)"
40080-20140416,2310444,64172,1,"SEVEN WEST DIVISION, INC.",PLAY KITCHEN & COCKTAILS,7 W DIVISION ST 1,CHICAGO,IL,60610,2,36,2-36,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",40080,RENEW,,2014-02-15,2014-05-30,N,2014-04-16,2016-04-15,2014-05-30,2014-07-17,AAI,,,41.903826743,-87.628992303,"(41.903826743362245, -87.62899230340854)"
2189047-20120926,2189047,375775,1,"FULLERTON CTA DONUTS, INC.",DUNKIN DONUTS,947 W FULLERTON AVE 1,CHICAGO,IL,60614,43,,43-,,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2189047,ISSUE,,2012-09-19,2012-09-19,N,2012-09-26,2014-10-15,2012-09-26,2012-09-26,AAI,,,41.925276478,-87.653035266,"(41.92527647797991, -87.65303526604298)"
1771438-20061201,1771438,303442,2,LUBNA FURNITURE INC.,LUBNA FURNITURE INC.,2551 W CERMAK RD 603-604,CHICAGO,IL,60608,28,53,28-53,10,1010,Limited Business License,,,1771438,ISSUE,2006-12-01,2006-12-01,2006-12-01,N,2006-12-01,2007-08-15,2006-12-01,2006-12-01,AAC,2007-06-13,,41.851868272,-87.690075121,"(41.85186827166058, -87.69007512129495)"
42314-20141116,2356038,34752,1,COMMUNITYHEALTH NFP,NORTHSIDE COMMUNITY HEALTHCARE,2611 W CHICAGO AVE 1ST,CHICAGO,IL,60622,26,33,26-33,12,1010,Limited Business License,,,42314,RENEW,,2014-09-15,2014-10-15,N,2014-11-16,2016-11-15,2014-10-15,2014-10-16,AAI,,,41.895578288,-87.692276174,"(41.89557828770959, -87.69227617387965)"
45480-20020516,1229259,213,2,"1235 W RANDOLPH, INC",INA'S,1235 W RANDOLPH ST 1ST,CHICAGO,IL,60607,27,7,27-7,12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,45480,RENEW,2002-03-27,2002-05-14,2002-05-14,N,2002-05-16,2002-11-15,2002-05-14,2002-05-21,AAI,,,41.884113577,-87.658081674,"(41.88411357669396, -87.6580816735995)"
17644-20040816,1415968,51890,1,FLORENCE ARDELEAN & TED ARDELEAN,T & A HEATING AIR COND BOILER,2066 N WESTERN AVE 1ST,CHICAGO,IL,60647,1,20,1-20,14,1010,Limited Business License,,,17644,RENEW,,2004-06-30,2004-09-07,N,2004-08-16,2004-11-15,2004-09-07,2004-09-08,AAI,,33,41.91952168,-87.687620797,"(41.919521679717846, -87.68762079709549)"
39994-20150416,2380601,10471,2,L V M CORP,Inn at LIncoln Park,601 W DIVERSEY PKWY 1ST,CHICAGO,IL,60614,43,45,43-45,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,39994,RENEW,,2015-02-15,2015-02-24,N,2015-04-16,2017-04-15,2015-02-24,2015-02-25,AAI,,23,41.932715245,-87.643671332,"(41.93271524507567, -87.64367133187916)"
2708788-20200205,2708788,353102,2,"BUTTERFAT STUDIOS, INC",Butterfat Studios Inc,2908 W FULLERTON AVE 2 205,CHICAGO,IL,60647,1,,1-,,4404,Regulated Business License,828,Tattoo / Permanent Body Art and Make-Up / Micro Blading,2708788,C_LOC,2019-12-20,2019-12-20,2020-01-10,N,2020-02-05,2020-09-15,2020-02-04,2020-02-05,AAI,,,41.924890093,-87.700282731,"(41.924890093060824, -87.7002827310849)"
1519698-20041116,1542017,281469,1,"ZACHARY CONFECTIONS, INC.",ZACHARY CONFECTIONS,2747 W TAYLOR ST,CHICAGO,IL,60612,28,39,28-39,11,1010,Limited Business License,,,1519698,RENEW,,2004-09-27,2004-10-27,N,2004-11-16,2005-11-15,2004-10-27,2004-10-28,AAI,,,41.869120847,-87.695388599,"(41.86912084658658, -87.69538859879441)"
62212-20100516,2024221,87110,2,KA S. CHOI,SOUTH LOOP CLEANERS,1248 S CANAL ST 1ST,CHICAGO,IL,60607,11,28,11-28,1,1010,Limited Business License,,,62212,RENEW,,2010-03-15,2010-05-18,N,2010-05-16,2012-05-15,2010-05-18,2010-05-19,AAI,,,41.865912786,-87.639351174,"(41.8659127863372, -87.63935117408411)"
21027-20040816,1500937,29177,1,POLLY & RICHARD BOYAJIAN,BOYAJIAN'S BAZAAR,1305 E 53RD ST 1ST,CHICAGO,IL,60615,4,55,4-55,2,1010,Limited Business License,,,21027,RENEW,,2004-06-30,2004-08-27,N,2004-08-16,2005-08-15,2004-08-27,2004-09-21,AAC,2004-12-07,61,41.799367075,-87.594757559,"(41.79936707538803, -87.59475755948469)"
55924-20030816,1365782,39692,1,RODRIGO MENDEZ,SHOE EXPRESS,5321 S KEDZIE AVE 1,CHICAGO,IL,60632,14,36,14-36,9,1010,Limited Business License,,,55924,RENEW,,2003-06-24,2003-08-11,N,2003-08-16,2004-08-15,2003-08-11,2003-08-12,AAI,,,41.796437961,-87.703493125,"(41.79643796093784, -87.7034931248446)"
12076-20140516,2316285,51226,1,"R C L ENTERPRISES,INC",7-ELEVEN #20187,3554 N SHEFFIELD AVE 1ST,CHICAGO,IL,60657,44,31,44-31,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,12076,RENEW,,2014-03-15,2014-05-12,N,2014-05-16,2016-05-15,2014-05-12,2014-05-13,AAC,2016-04-07,17,41.947034695,-87.654470493,"(41.94703469478057, -87.65447049271776)"
77320-20060816,1725339,47636,1,IRVING-CICERO CURRENCY EXCHANGE INC.,IRVING-CICERO CURRENCY EXCHANGE INC.,4814 W IRVING PARK RD 1ST,CHICAGO,IL,60641,45,31,45-31,16,1010,Limited Business License,,,77320,RENEW,,2006-06-21,2006-10-04,N,2006-08-16,2007-08-15,2006-10-04,2006-10-05,AAI,,28,41.9535144,-87.747921743,"(41.95351439997174, -87.74792174262022)"
14424-20070516,1808053,27516,1,"ARCHWAY CONSTRUCTION COMPANY, INC.","ARCHWAY CONSTRUCTION COMPANY, INC.",1962 N CLYBOURN AVE,CHICAGO,IL,60614,2,10,2-10,18,1011,Home Repair,,,14424,RENEW,,2007-03-23,2007-04-13,N,2007-05-16,2009-04-15,2007-04-13,2007-04-16,AAI,,,41.916660018,-87.657747481,"(41.91666001798608, -87.65774748088015)"
2204606-20131209,2204606,29362,1,JOE STEWART,J STEWART SEWERAGE & DRAINAGE,2215 N MOODY AVE,CHICAGO,IL,60639,36,52,36-52,25,4404,Regulated Business License,673,Home Repair Services,2204606,ISSUE,,,,N,2013-12-09,2015-01-15,2013-12-09,2012-12-29,AAI,,,41.920653151,-87.779114263,"(41.92065315085151, -87.7791142627543)"
2256622-20150816,2410337,381019,1,PAINLESS WAXING INC.,PAINLESS WAXING BOUTIQUE,3146 N LINCOLN AVE 1ST,CHICAGO,IL,60657,32,10,32-10,19,4404,Regulated Business License,896 | 827,Skincare Services | Tanning Facility,2256622,RENEW,,2015-06-15,2015-07-15,N,2015-08-16,2017-08-15,2015-07-15,2015-07-16,AAI,,27,41.938852714,-87.667735146,"(41.938852713958774, -87.66773514602971)"
28021-20070216,1778536,30920,1,THOMAS TRIER,TRIER LADS,4010 W ARMITAGE AVE 1,CHICAGO,IL,60639,26,5,26-5,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,28021,RENEW,,2006-12-20,2007-02-08,N,2007-02-16,2009-01-15,2007-02-08,2007-02-08,AAI,,,41.917269325,-87.727080672,"(41.917269324979415, -87.7270806717635)"
1696531-20060420,1696531,303542,1,"5102-04 DEMING INVESTMENT PROPERTY, LLC","5102-04 DEMING INVESTMENT PROPERTY, LLC",3932 N LINCOLN AVE 1,CHICAGO,IL,60613,47,29,47-29,19,1020,Residential Real Estate Developer,,,1696531,ISSUE,2006-04-19,2006-04-19,2006-04-19,N,2006-04-20,2006-08-15,2006-04-19,2006-04-20,AAI,,38,41.953229696,-87.678276754,"(41.95322969571367, -87.67827675442342)"
1681040-20060623,1681040,208357,16,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843-2847 W 63RD ST,CHICAGO,IL,60629,17,13,17-13,8,1315,Mobile Food Dispenser,,,1681040,ISSUE,2006-03-07,2006-03-27,2006-03-28,N,2006-06-23,2006-11-15,2006-04-21,2006-06-23,AAI,,3,41.778980821,-87.695090043,"(41.77898082071523, -87.69509004304912)"
43184-20040216,1454903,35004,1,DREAM ON PRODUCTIONS INC,DREAM ON PRODUCTIONS INC,415 W HURON ST 1ST,CHICAGO,IL,60610,42,68,42-68,18,1010,Limited Business License,,,43184,RENEW,,2003-12-15,2004-01-07,N,2004-02-16,2005-02-15,2003-12-22,2004-01-08,AAI,,,41.894617361,-87.639190702,"(41.894617361219076, -87.63919070246291)"
21784-20130116,2199430,29362,1,JOE STEWART,J STEWART SEWERAGE & DRAINAGE,2215 N MOODY AVE,CHICAGO,IL,60639,36,52,36-52,25,1011,Home Repair,,,21784,RENEW,,2012-11-15,2012-12-14,N,2013-01-16,2015-01-15,2012-12-14,2012-12-17,AAC,2012-12-29,,41.920653151,-87.779114263,"(41.92065315085151, -87.7791142627543)"
1543452-20060816,1733945,283092,1,INNOPHOS INC.,INNOPHOS INC.,612 E 138TH ST,CHICAGO,IL,60827,9,15,9-15,5,1009,Manufacturing Establishments,,,1543452,RENEW,,2006-06-21,2006-08-04,N,2006-08-16,2007-08-15,2006-08-04,2006-08-07,AAI,,,41.644716519,-87.606793308,"(41.64471651864612, -87.60679330792205)"
1095445-20051116,1629520,33780,2,J D TECHNYCOPY & CO,J D TECHNYCOPY & CO,2600 W 59TH ST,CHICAGO,IL,60629,16,23,16-23,8,1010,Limited Business License,,,1095445,RENEW,,2005-09-22,2005-10-12,N,2005-11-16,2006-11-15,2005-10-12,2005-10-13,AAI,,59,41.786595843,-87.688781895,"(41.78659584336789, -87.68878189537217)"
1094771-20160316,2444309,85659,80,H&R BLOCK ENTERPRISES LLC,"H & R BLOCK TAX SERVICES, INC",5720 W FULLERTON AVE,CHICAGO,IL,60639,30,6,30-6,25,1010,Limited Business License,197,Tax Preparation Services,1094771,RENEW,,2016-01-15,2016-02-29,N,2016-03-16,2018-03-15,2016-02-29,2016-03-04,AAI,,,41.924037983,-87.76939735,"(41.92403798322829, -87.76939734973391)"
2211528-20121229,2211528,352257,6,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625,33,27,33-27,17,4405,Mobile Food License,796,Sales of Packaged Frozen Desserts From a Non-Motorized Cart (Mobile Desserts Vendor),2211528,ISSUE,,,,N,2012-12-29,2013-09-15,,2012-12-29,AAI,,60,41.965046728,-87.708513781,"(41.96504672816691, -87.70851378070793)"
73408-20070816,1830951,61180,1,CATALINA GRIMALDO,KATHY'{S BEAUTY SALON,4461 S ARCHER AVE 1ST,CHICAGO,IL,60632,14,10,14-10,8,1010,Limited Business License,,,73408,RENEW,,2007-06-21,2007-08-09,N,2007-08-16,2009-06-15,2007-08-09,2007-08-09,AAI,,39,41.812139153,-87.707193125,"(41.81213915281745, -87.70719312541044)"
1873437-20071128,1873437,323750,1,"UNLEASHED, LLC","UNLEASHED, LLC",1535 N DAYTON ST 1ST,CHICAGO,IL,60622,2,55,2-55,18,1010,Limited Business License,,,1873437,ISSUE,2007-10-29,2007-11-28,2007-11-28,N,2007-11-28,2008-11-15,2007-11-28,2007-11-28,AAI,,,41.909670581,-87.649319487,"(41.909670581269694, -87.6493194867136)"
1820463-20110516,2085397,27524,4,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639,36,7,36-7,25,1316,Mobile Frozen Desserts Dispenser - Non-Motorized,,,1820463,RENEW,,2011-03-15,2011-04-11,N,2011-05-16,2013-05-15,2011-04-11,2011-04-12,AAC,2012-12-29,,41.918502148,-87.768069685,"(41.91850214824801, -87.76806968530094)"
2109012-20170816,2540147,364966,1,MM GIFTLAND INC.,MM GIFTLAND INC.,2316 S WENTWORTH AVE 1ST 1F,CHICAGO,IL,60616,25,14,25-14,9,1010,Limited Business License,,,2109012,RENEW,,2017-06-15,2017-07-05,N,2017-08-16,2019-08-15,2017-07-05,2017-07-06,AAI,,,41.85042849,-87.632108723,"(41.85042849031188, -87.63210872349048)"
24902-20171016,2552264,10160,1,WESTERN AVE. MIKE'S PLACE INC.,MIKE'S PLACE,6977 N WESTERN AVE,CHICAGO,IL,60645,50,37,50-37,24,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,24902,RENEW,,2017-08-31,2017-12-13,N,2017-10-16,2019-10-15,2017-12-13,2017-12-14,AAI,,,42.008531846,-87.690011595,"(42.008531846278935, -87.69001159469369)"
25703-20051116,1628871,30354,1,SAAR INC,ST. PAULI'S BAR,5109 N LINCOLN AVE 1,CHICAGO,IL,60625,40,14,40-14,20,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",25703,RENEW,,2005-09-22,2005-10-24,N,2005-11-16,2006-11-15,2005-10-24,2005-10-25,AAI,,,41.974369465,-87.691998213,"(41.974369465401125, -87.69199821258272)"
18720-20060516,1684090,7551,51,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #4233,5600 W FULLERTON AVE 1,CHICAGO,IL,60639,30,6,30-6,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,18720,RENEW,,2006-03-27,2006-05-05,N,2006-05-16,2007-05-15,2006-05-05,2006-05-19,AAI,,,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)"
1142198-20051116,1624916,9058,1,"HOGEN'S GRILL, INC.",THE DAILY BAR & GRILL,4560 N LINCOLN AVE 1,CHICAGO,IL,60625,47,42,47-42,19,1781,Tobacco,763,Retail Sale of Tobacco,1142198,RENEW,,2005-09-22,2005-11-10,N,2005-11-16,2006-11-15,2005-11-10,2005-11-30,AAI,,21,41.964679249,-87.686136169,"(41.96467924867903, -87.68613616877111)"
42823-20060516,1685031,16235,2,MESSINIA INC,POPEYES,77 W JACKSON BLVD,CHICAGO,IL,60604,4,49,4-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,42823,RENEW,,2006-03-27,2006-04-17,N,2006-05-16,2007-05-15,2006-04-17,2006-04-18,AAI,,,41.878041004,-87.630493449,"(41.87804100375637, -87.63049344911161)"
1772057-20061215,1772057,312523,1,MUKESH LILWANI,MIKE'S TOYS,2551 W CERMAK RD 1,CHICAGO,IL,60608,28,53,28-53,10,1010,Limited Business License,,,1772057,ISSUE,2006-12-11,2006-12-14,2006-12-14,N,2006-12-15,2007-02-15,2006-12-14,2006-12-15,AAI,,,41.851868272,-87.690075121,"(41.85186827166058, -87.69007512129495)"
50271-20070816,1828773,37533,1,YUNG HEE LEE & TAE HEE LEE,STELLAR CLEANERS,5523 N CLARK ST,CHICAGO,IL,60640,48,7,48-7,20,1010,Limited Business License,,,50271,RENEW,,2007-06-21,2007-08-15,N,2007-08-16,2009-07-15,2007-08-15,2007-08-16,AAI,,22,41.982398805,-87.668388681,"(41.98239880533467, -87.66838868109615)"
2026972-20100330,2026972,351940,1,"BRIAN'S PLUMBING & SEWER, INC.","BRIAN'S PLUMBING & SEWER, INC.",5772 W HIGGINS AVE 1 1,CHICAGO,IL,60630,45,42,45-42,16,1010,Limited Business License,,,2026972,ISSUE,2010-03-26,2010-03-26,2010-03-29,N,2010-03-30,2011-12-15,2010-03-29,2010-03-30,AAI,,,41.971958306,-87.773219582,"(41.971958305938585, -87.77321958191902)"
1981208-20090818,1981208,300608,2,ANDREWS SUPER AUTO REPAIR INC.,MEDINA SUPER TIRE SHOP,4556 W 63RD ST GROUND,CHICAGO,IL,60629,13,34,13-34,8,1571,"Tire Facilty Class I (100 - 1,000 Tires)",,,1981208,ISSUE,2009-07-14,2009-08-04,2009-08-04,N,2009-08-18,2011-10-15,2009-08-14,2009-08-18,AAI,,3,41.778598323,-87.737274878,"(41.77859832329389, -87.73727487800448)"
1473751-20041116,1540220,272058,1,GUSHAL INC.,NEWS AND VIEWS,151 N MICHIGAN AVE LL,CHICAGO,IL,60601,42,44,42-44,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1473751,RENEW,,2004-09-27,2005-02-07,N,2004-11-16,2005-11-15,2005-02-07,2005-02-08,AAI,,,41.884540111,-87.624308522,"(41.88454011059238, -87.62430852246028)"
71748-20091016,1988402,60688,2,ARTEMIO GOMEZ,LA COSTA APPLIANCES,3024 W 63RD ST,CHICAGO,IL,60629,16,32,16-32,8,1010,Limited Business License,,,71748,RENEW,,2009-08-14,2009-09-29,N,2009-10-16,2011-10-15,2009-09-29,2009-09-30,AAI,,3,41.77913778,-87.699427767,"(41.77913778004014, -87.6994277673131)"
1823278-20171116,2558167,339452,1,"TRIM BUCKTOWN, INC.","TRIM BUCKTOWN, INC.",1629 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647,2,36,2-36,14,1010,Limited Business License,895,Nail Services,1823278,RENEW,,2017-09-15,2017-11-08,N,2017-11-16,2019-11-15,2017-11-08,2017-11-08,AAC,2018-01-29,33,41.911084104,-87.678332413,"(41.911084103974034, -87.6783324127535)"
25230-20081016,1923502,10264,1,SAVK INC,MOBIL,5500 S WELLS ST,CHICAGO,IL,60621,3,25,3-25,7,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,25230,RENEW,,2008-08-15,2008-10-09,N,2008-10-16,2010-10-15,2008-10-09,2008-10-10,AAI,,,41.794199485,-87.631925482,"(41.79419948541374, -87.63192548249236)"
1545697-20100816,2040134,284314,1,OGDEN MINUTEMAN INC.,OGDEN AMSTAR,3939 W OGDEN AVE,CHICAGO,IL,60623,22,7,22-7,10,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1545697,RENEW,,2010-06-15,2010-07-06,N,2010-08-16,2012-08-15,2010-07-06,2010-09-10,AAI,,,41.851288488,-87.723850843,"(41.851288488405835, -87.72385084332925)"
1335322-20090116,1940901,259575,1,"JSB ENTERPRISE, INC.",M G CITGO,6353 W FULLERTON AVE,CHICAGO,IL,60639,36,39,36-39,25,1275,Filling Station,666,Operation of a Fuel Filling Station,1335322,RENEW,,2008-11-14,2009-01-06,N,2009-01-16,2011-01-15,2009-01-06,2009-01-07,AAI,,,41.923572491,-87.785142186,"(41.923572491204006, -87.78514218572242)"
1380107-20110716,2095037,22921,2,LABOTZ INC,LABOTZ INC,11112 S HALE AVE,CHICAGO,IL,60643,19,66,19-66,22,1011,Home Repair,,,1380107,RENEW,,2011-05-16,2011-07-01,N,2011-07-16,2013-07-15,2011-07-01,2011-07-05,AAC,2012-12-29,,41.691524667,-87.671141963,"(41.69152466675557, -87.67114196307662)"
1336726-20041116,1537761,257526,1,MEADOWBROOK L.L.C.,The Land of Nod,900 W NORTH AVE,CHICAGO,IL,60622,2,51,2-51,18,1010,Limited Business License,,,1336726,RENEW,,2004-09-27,2004-10-25,N,2004-11-16,2005-11-15,2004-10-25,2004-10-26,AAI,,,41.91098174,-87.651209308,"(41.91098173973453, -87.65120930801842)"
38515-20120816,2159346,33693,1,BENITO MIRELES,RICHMOND GLASS & CONSTRUCTION,2501 S SPAULDING AVE 1ST,CHICAGO,IL,60623,12,1,12-1,10,1010,Limited Business License,,,38515,RENEW,,2012-06-15,2012-07-19,N,2012-08-16,2014-08-15,2012-07-19,2012-07-19,AAI,,25,41.846206819,-87.707378731,"(41.84620681865892, -87.70737873128726)"
2216596-20151116,2425669,255370,1,JAE U YOON,MR. ANTHONY'S CLEANERS,5136 W CHICAGO AVE,CHICAGO,IL,60651,37,20,37-20,15,4404,Regulated Business License,816,Storage or Use of Hazardous Materials,2216596,RENEW,,2015-09-15,2015-11-15,N,2015-11-16,2017-11-15,2015-11-15,2015-11-16,AAI,,,41.895058621,-87.754676447,"(41.89505862072655, -87.75467644710496)"
1271962-20050216,1565772,248778,1,SONOSITE INC.,SONOSITE INC,21919 30TH DR SE,BOTHELL,WA,98021,,,,,1010,Limited Business License,,,1271962,RENEW,,2004-12-20,2005-02-11,N,2005-02-16,2006-02-15,2005-02-11,2005-02-14,AAI,,,,,
1676149-20160516,2455306,299828,1,CHICAGO BLACKHAWKS FOUNDATION,Chicago Blackhawks Foundation,680 N LAKE SHORE DR,CHICAGO,IL,60611,42,63,42-63,18,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,1676149,RENEW,,2016-03-15,2016-04-05,N,2016-05-16,2017-05-15,2016-04-05,2016-04-06,AAI,,,41.89479837,-87.615866646,"(41.894798370283404, -87.61586664567874)"
28571-20091016,1987851,31093,1,"NNS, INCORPORATED",SUPER SAVE GROCERY,6259 W BELMONT AVE 1,CHICAGO,IL,60634,36,24,36-24,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,28571,RENEW,,2009-08-14,2009-10-13,N,2009-10-16,2011-10-15,2009-10-13,2009-10-13,AAI,,,41.938245949,-87.783381498,"(41.938245949026516, -87.78338149816744)"
2548725-20170728,2548725,419075,1,ALISON MELE,ALISON MELE,[REDACTED FOR PRIVACY],TINLEY PARK,IL,60487,,,,,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2548725,ISSUE,2017-07-17,2017-07-17,2017-07-27,N,2017-07-28,2018-08-15,2017-07-27,2017-07-28,AAI,,,,,
1225937-20040216,1421763,243351,1,GORDANA BRANKO JORANOVSKA,BRANKO'S RESTAURANT,1118 W FULLERTON AVE,CHICAGO,IL,60614,43,2,43-2,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1225937,RENEW,,2003-12-15,2004-01-13,N,2004-02-16,2004-05-15,2003-12-22,2004-01-26,AAI,,,41.925430928,-87.656751396,"(41.925430928010435, -87.65675139634205)"
1477055-20040402,1477055,273241,1,HEKMAT S. ABU-SHAMAT,DOLLAR BASKET,1935 E 79TH ST,CHICAGO,IL,60649,8,24,8-24,4,1781,Tobacco,763,Retail Sale of Tobacco,1477055,ISSUE,2004-02-13,2004-02-17,2004-02-17,N,2004-04-02,2005-02-15,2004-04-01,2004-04-02,AAI,,50,41.751483602,-87.577056861,"(41.75148360191246, -87.5770568614702)"
